Link,Judul,Kecamatan,Lahan Parkir,Kamar Tidur,Kamar Mandi,Luas Bangunan,Luas Tanah,Harga
https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-rumah-bagus-2-lantai-di-sayap-buah-batu-bandu-172377728572/,Jual Rumah Bagus 2 lantai di Sayap Buah Batu Bandung,Buah Batu,,4,3,160,120,Rp2.450.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-2-lt-di-turangga-dkt-trans-studio-mall-dan-p-172377359187/,Rumah 2 Lt di Turangga dkt Trans Studio Mall dan Perkantoran Buahbatu,Buah Batu,,3,2,126,120,Rp1.300.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-rumah-2-lantai-dekat-telkom-university-172371145762/,JUAL Rumah 2 Lantai Dekat  TELKOM UNIVERSITY,Buah Batu,1,2,2,50,72,Rp693.500.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-rumah-1-lantai-dekat-pusat-kota-172371093536/,JUAL Rumah 1 lantai Dekat Pusat Kota,Buah Batu,,2,1,40,60,Rp585.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-siap-huni-lokasi-bagus-nyaman-di-marg-172370756452/,Dijual Rumah Siap Huni Lokasi Bagus Nyaman di Margawangi Estate,Buah Batu,,6,2,245,230,Rp1.100.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-2-lantai-baru-modern-sayap-buah-batu-soekarn-172370204391/,Rumah 2 Lantai Baru Modern Sayap Buah Batu Soekarno Hatta Kota Bandung,Buah Batu,2,5,5,140,120,Rp2.300.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/di-jual-rumah-2-lantai-di-cidurian-buah-batu-172369624964/,DI JUAL RUMAH 2 LANTAI DI CIDURIAN BUAH BATU,Buah Batu,,5,2,160,112,Rp1.500.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-rumah-jl-logam-dekat-pintu-tol-buah-batu-band-172369131225/,"Jual Rumah Jl.Logam dekat pintu tol buah batu Bandung, Ari",Buah Batu,2,8,6,380,279,Rp2.980.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-komplek-kawaluyaan-indah-dekat-area-perkanto-172368714681/,Rumah Komplek Kawaluyaan Indah Dekat Area Perkantoran,Buah Batu,4,7,3,200,300,Rp2.350.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-kosan-aktif-terisi-dekat-telkom-university-17236360951/,jual kosan aktif terisi dekat Telkom university,Buah Batu,,7,7,110,56,Rp675.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/for-sale-kost-mewah-serasa-hotel-di-sayap-buahbatu-172363885764/,FOR SALE KOST MEWAH SERASA HOTEL DI SAYAP BUAHBATU BANDUG,Buah Batu,,53,53,1700,1000,Rp2.500.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/di-jual-kost-mewah-sayap-buah-batu-bandung-17240310951/,Di Jual  Kost Mewah Sayap Buah Batu Bandung,Buah Batu,,53,53,1700,1000,Rp25.000.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-siap-huni-moderen-di-margahayu-metro-kota-ba-172361883837/,Rumah Siap Huni Moderen di Margahayu Metro Kota Bandung,Buah Batu,1,4,4,220,120,Rp2.000.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-di-permata-buah-batu-terawat-siap-huni-172361685210/,Rumah di Permata Buah Batu Terawat Siap Huni,Buah Batu,1,3,2,90,120,Rp1.100.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-dijual-margahayu-raya-kota-bandung-cocok-bua-172361165641/,Rumah dijual  margahayu raya kota bandung cocok buat rumah tinggal,Buah Batu,4,5,4,250,220,Rp1.875.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-cepat-rumah-siap-huni-sayap-buah-batu-ciwas-172354218359/,"Dijual Cepat Rumah Siap Huni Sayap Buah Batu, Ciwastra, Kota Bandung",Buah Batu,1,3,1,80,110,Rp1.100.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-kpr-di-buah-batu-bandung-172354092240/,RUMAH KPR DI BUAH BATU BANDUNG,Buah Batu,,2,1,40,60,Rp450.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-permata-buahbatu-bandung-hook-mainroa-172352097191/,Dijual Rumah Permata Buahbatu Bandung Hook Mainroad,Buah Batu,1,2,1,70,114,Rp1.200.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-cepat-komplek-griya-permata-ciganitri-tirtawa-172346279966/,Jual cepat komplek griya permata ciganitri tirtawangi buah batu,Buah Batu,1,2,1,36,69,Rp550.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/view-danau-rumah-mewah-di-podomoro-park-bandung-br-172345602334/,View Danau Rumah Mewah di Podomoro Park Bandung Brahmapuri dijual,Buah Batu,2,5,5,230,198,Rp7.404.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-cepat-rumah-siap-huni-pesona-bali-buah-batu-172345270691/,"Dijual Cepat Rumah Siap Huni Pesona Bali Buah Batu, Kota Bandung",Buah Batu,12,3,2,100,120,Rp1.200.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-siap-huni-strategis-di-martanagara-turangga-172344942442/,"Rumah siap huni strategis di martanagara,turangga buahbatu gy industri",Buah Batu,1,4,4,130,130,Rp2.500.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-murah-siap-huni-di-batu-permata-buahbatu-172343890120/,Rumah murah siap huni di batu permata - buahbatu,Buah Batu,2,5,2,250,232,Rp1.300.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-sayap-bkr-dekat-buah-batu-bandung-172343649359/,RUMAH BARU SAYAP BKR DEKAT BUAH BATU BANDUNG,Buah Batu,,3,3,123,114,Rp2.190.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dp-0-mainroad-cikoneng-bojongsoang-bandung-selatan-17234364313/,DP 0% MAINROAD CIKONENG BOJONGSOANG BANDUNG SELATAN,Buah Batu,,2,1,50,60,Rp495.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-on-progress-syp-turangga-dkt-griya-yogya-bua-172343637983/,RUMAH ON PROGRESS SYP TURANGGA DKT GRIYA YOGYA BUAHBATU MSK MOBIL BDG,Buah Batu,2,5,4,200,175,Rp3.750.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-syp-turangga-siap-huni-backyard-gaya-industr-172343562183/,RUMAH SYP TURANGGA SIAP HUNI+BACKYARD GAYA INDUSTRIAL DKT YOGYA GRIYA,Buah Batu,2,5,4,180,132,Rp2.850.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-baru-american-classic-di-turangga-bua-172341819920/,DIJUAL RUMAH BARU AMERICAN CLASSIC DI TURANGGA BUAHBATU BANDUNG,Buah Batu,2,4,3,170,100,Rp2.450.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-murah-bisa-kpr-dan-cicilan-developer-di-ciko-172334234498/,rumah murah bisa kpr dan cicilan developer di cikoneng buah batu,Buah Batu,,2,1,30,50,Rp275.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-siap-huni-di-cluster-padmagriya-podomoro-par-172328975474/,Rumah Siap Huni di Cluster Padmagriya Podomoro Park Buah Batu Bandung,Buah Batu,,2,1,36,66,Rp1.300.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-rumah-baru-pusat-kota-dekat-bkr-buah-172328296429/,Dijual Rumah Rumah Baru Pusat Kota Dekat BKR Buah Batu,Buah Batu,2,5,4,350,225,Rp3.250.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-di-dalam-kawasan-anapuri-eka-kawasan-172325728344/,DIJUAL RUMAH DI DALAM KAWASAN ANAPURI EKA KAWASAN PODOMORO PARK,Buah Batu,2,5,4,179,220,Rp4.300.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-semi-furnish-buahbatu-regency-dkt-tol-buahba-172324681773/,"RUMAH SEMI FURNISH BUAHBATU REGENCY DKT TOL BUAHBATU,TRANSMART SHM-f",Buah Batu,1,5,4,320,244,Rp2.600.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-full-furnished-perumahan-permata-buah-172321678777/,Dijual Rumah Full Furnished Perumahan Permata Buah Batu,Buah Batu,1,3,2,100,120,Rp1.300.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-minimalis-modern-sayap-cikoneng-terus-172321615114/,"Dijual Rumah Minimalis modern Sayap Cikoneng, Terusan Bojongsoang",Buah Batu,1,2,1,42,72,Rp800.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-furnish-padmagriya-podomoro-bandung-gate-cik-172320078778/,RUMAH FURNISH PADMAGRIYA PODOMORO BANDUNG GATE CIKONENG BOJONGSOANG,Buah Batu,1,3,1,60,84,Rp1.570.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-siap-huni-cherry-field-dkt-podomoro-ciganitr-172320028339/,RUMAH SIAP HUNI CHERRY FIELD DKT PODOMORO CIGANITRI BOJONGSOANG BUBAT,Buah Batu,1,3,2,110,140,Rp2.000.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-siap-huni-cherryfield-ciganitri-samping-podo-17232000979/,RUMAH SIAP HUNI CHERRYFIELD CIGANITRI SAMPING PODOMORO BOJONGSOANG,Buah Batu,1,4,4,170,200,Rp3.800.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-murah-terawat-di-bentang-asri-turangga-172319179358/,Rumah murah terawat di bentang asri - turangga,Buah Batu,1,3,2,100,127,Rp1.350.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-bagus-harga-murah-buah-batu-regency-172319005769/,Rumah Bagus Harga Murah Buah Batu Regency,Buah Batu,2,5,4,320,244,Rp2.550.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-cantik-dan-siap-pakai-de-green-grande-reside-172318878837/,RUMAH CANTIK DAN SIAP PAKAI DE GREEN GRANDE RESIDENCE BANDUNG,Buah Batu,,4,2,120,117,Rp1.600.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-cantik-dan-siap-pakai-de-green-grande-reside-172318874015/,RUMAH CANTIK DAN SIAP PAKAI DE GREEN GRANDE RESIDENCE BANDUNG,Buah Batu,,4,2,120,117,Rp1.600.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-rumah-siap-pakai-di-jl-salendro-buahbatu-band-172318752282/,JUAL RUMAH SIAP PAKAI DI JL SALENDRO BUAHBATU BANDUNG,Buah Batu,,3,2,100,143,Rp1.550.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-rumah-siap-pakai-di-jl-salendro-buahbatu-band-172318747970/,JUAL RUMAH SIAP PAKAI DI JL SALENDRO BUAHBATU BANDUNG,Buah Batu,,3,2,100,143,Rp1.550.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/luxury-house-semi-furnished-murah-di-buah-batu-reg-172318449965/,LUXURY HOUSE SEMI FURNISHED MURAH DI BUAH BATU REGENCY BANDUNG,Buah Batu,2,4,3,320,244,Rp2.600.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-2-lantai-amagriya-eka-podomoro-park-172316715164/,Rumah 2 lantai Amagriya eka Podomoro park,Buah Batu,1,2,3,94,90,Rp1.750.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-strategis-dkt-stt-telkom-university-bua-172385449434/,Rumah Baru Strategis dkt Stt telkom university Buahbatu,Buah Batu,,3,2,104,145,Rp2.200.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-baru-minimalis-modern-di-sayap-bkr-mo-172313088151/,Dijual Rumah baru minimalis modern di sayap BKR & Moch Ramdan,Buah Batu,,3,3,123,114,Rp2.190.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/di-jual-rumah-2-lantai-di-komplek-griya-bandung-in-172312276819/,DI JUAL RUMAH 2 LANTAI DI KOMPLEK GRIYA BANDUNG INDAH BUAH BATU,Buah Batu,,4,3,82,119,Rp975.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-logam-buah-batu-bandung-172312097727/,Rumah Logam Buah Batu bandung,Buah Batu,3,4,5,145,160,Rp1.750.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-sayap-bkr-172311748365/,Rumah baru sayap bkr,Buah Batu,1,4,3,160,106,Rp2.250.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-cantik-ciganitri-buahbatu-siap-huni-bonus-ac-17231084222/,Rumah Cantik Ciganitri Buahbatu Siap Huni Bonus AC,Buah Batu,1,3,2,65,78,Rp750.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-murah-desain-mewah-di-buah-batu-regency-172309828264/,Rumah murah desain mewah di buah batu regency,Buah Batu,2,5,4,320,244,Rp2.600.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/turun-harga-rumah-luxury-semi-furnished-buah-batu-172309746514/,TURUN HARGA RUMAH LUXURY SEMI FURNISHED BUAH BATU REGENCY,Buah Batu,,5,4,320,244,Rp2.600.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/di-jual-rumah-di-tirtawangi-buah-batu-172307754787/,DI JUAL RUMAH DI TIRTAWANGI BUAH BATU,Buah Batu,,2,1,70,132,Rp1.000.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-hoek-lokasi-di-podomoro-park-cluster-172302064033/,Dijual Rumah Hoek Lokasi di Podomoro Park Cluster Padmagriya Bandung,Buah Batu,,2,1,40,70,Rp1.250.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-cepat-rumah-dibawah-harga-pasaran-di-podomo-172301972622/,Dijual Cepat Rumah dibawah Harga Pasaran di Podomoro Park Padmagriya,Buah Batu,,2,1,45,84,Rp1.100.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-minimalis-2-lantai-di-buah-batu-bandu-172296216948/,Dijual Rumah Minimalis 2 Lantai di Buah Batu Bandung dekat SMPN 13,Buah Batu,2,3,2,100,80,Rp1.650.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-aster-village-ciwastra-bojongsoang-dekat-tel-172295516447/,Rumah aster village ciwastra bojongsoang dekat telkom university,Buah Batu,15,2,1,30,60,Rp489.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/murah-rumah-kawaluyaan-regency-jatisari-buah-batu-17229545989/,Murah Rumah Kawaluyaan Regency Jatisari Buah Batu,Buah Batu,,3,2,150,82,Rp657.700.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-siap-huni-turangga-buahbatu-bandun-172295348447/,Rumah Minimalis Siap Huni Turangga Buahbatu Bandung,Buah Batu,1,2,2,80,117,Rp1.700.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-megah-on-progress-turangga-buahbatu-ban-17229531257/,Rumah Baru Megah On Progress Turangga Buahbatu Bandung,Buah Batu,2,4,3,170,100,Rp2.450.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-baru-bangun-siap-huni-buahbatu-ban-172295249569/,Rumah Minimalis Baru Bangun Siap Huni Buahbatu Bandung,Buah Batu,2,3,3,123,114,Rp2.190.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-minimalis-strategis-buahbatu-bandung-172295182720/,Rumah Baru Minimalis Strategis Buahbatu Bandung,Buah Batu,1,3,3,110,76,Rp1.850.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-cluster-ciwastra-kota-bandung-dkt-borma-marg-172295181264/,Rumah cluster ciwastra kota bandung dkt borma margacinta pasar,Buah Batu,15,3,1,111,84,Rp695.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-strategis-cijagra-buahbatu-bandung-172295155684/,Rumah Minimalis Strategis Cijagra Buahbatu Bandung,Buah Batu,2,4,3,100,120,Rp2.450.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-hook-baru-moderen-sayap-turangga-buah-batu-k-172294802224/,Rumah Hook Baru Moderen Sayap Turangga Buah Batu Kota Bandung,Buah Batu,2,5,4,200,175,Rp2.750.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-lama-hitung-tanah-di-sayap-karawitan-turangg-172294205539/,"RUMAH LAMA HITUNG TANAH DI SAYAP KARAWITAN,TURANGGA BISA BELI SEBAGIAN",Buah Batu,2,4,3,240,276,Rp3.100.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-on-progress-di-turangga-lengkong-buah-b-172293550288/,Rumah Baru on Progress di Turangga Lengkong Buah Batu Kota Bandung.,Buah Batu,1,4,4,170,115,Rp2.100.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-full-furnish-tinggal-bawa-koper-di-172291873671/,"Rumah minimalis full furnish tinggal bawa koper di Pesona Bali ,TELKOM",Buah Batu,1,4,2,197,105,Rp1.550.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-cocok-untuk-kosan-dan-usaha-lainnya-jual-hit-17229181094/,Rumah cocok untuk kosan dan usaha lainnya jual hitung tanah di cijagra,Buah Batu,4,4,3,180,268,Rp3.300.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-lama-terawat-dan-kokoh-di-sayap-reog-karawit-172291680990/,"RUMAH LAMA TERAWAT DAN KOKOH DI SAYAP REOG, KARAWITAN, DAN TURANGGA",Buah Batu,3,4,3,240,161,Rp2.600.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-mewah-baru-siap-huni-sayap-turangga-dkt-tsm-172290578460/,"RUMAH MEWAH BARU SIAP HUNI SAYAP TURANGGA DKT TSM,BUAHBATU BANDUNG",Buah Batu,2,4,4,160,102,Rp2.200.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-di-grand-sharon-172284555551/,dijual rumah di grand Sharon,Buah Batu,,2,1,42,72,Rp780.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/djual-rumah-luas-dan-mewah-siap-huni-sayap-buah-ba-172283350350/,Djual rumah Luas dan mewah siap huni sayap Buah Batu,Buah Batu,,8,7,250,470,Rp7.500.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-cantik-minimalis-buah-batu-kota-bandung-172282888132/,rumah baru cantik minimalis buah batu kota bandung,Buah Batu,,4,3,160,120,Rp1.450.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-murah-di-buahbatu-172278929856/,rumah murah di buahbatu,Buah Batu,1,3,2,100,136,Rp975.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-cepat-rumah-di-nilem-sayap-buah-batu-bandung-172275937181/,Jual Cepat Rumah Di Nilem Sayap Buah Batu Bandung Kota,Buah Batu,,4,4,160,86,Rp1.200.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-kawaluyaan-regency-bagus-jual-murah-via-lela-172270331971/,Rumah Kawaluyaan Regency Bagus Jual Murah Via Lelang,Buah Batu,,3,2,170,141,Rp760.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-di-batu-indah-sayap-batununggal-buahbatu-ban-172265376783/,Rumah di Batu Indah sayap Batununggal Buahbatu Bandung,Buah Batu,,3,2,100,140,Rp1.700.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/jarang-ada-rumah-di-sayap-buah-batu-kota-bandung-172259448239/,JARANG ADA RUMAH DI SAYAP BUAH BATU KOTA BANDUNG,Buah Batu,,4,4,160,80,Rp1.200.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-kos-penginapan-aktif-lux-minimalis-loksi-pus-172258496519/,"Rumah Kos + Penginapan Aktif Lux Minimalis, Loksi Pusat Kota Bdg",Buah Batu,,10,9,750,300,Rp11.500.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-bagus-2-lantai-di-perumahan-batununggal-esta-172256541663/,Rumah bagus 2 lantai di Perumahan Batununggal Estate Kota Bandung,Buah Batu,,6,4,280,260,Rp5.500.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-cepat-rumah-siap-huni-di-bandung-buah-batu-172252109233/,"Dijual Cepat Rumah Siap Huni di Bandung, Buah batu",Buah Batu,8,4,3,117,100,Rp1.500.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-modern-siap-huni-di-bandung-buah-batu-17225205504/,"Rumah Modern Siap Huni di Bandung, Buah Batu",Buah Batu,9,3,3,140,135,Rp1.500.000.000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-lokasi-buahbatu-172250367980/,Rumah Minimalis Lokasi buahbatu,Buah Batu,1,3,2,100,136,Rp1.000.000.000
